品目階層,品目コード,品目,製造品出荷額等区分階層,製造品出荷額等区分コード,製造品出荷額等区分,産出事業所数,製造品出荷額等（その他収入を除く）（万円）
2,118211,ネクタイ（ニット製を含む）,1,1,製造品出荷額,2,x
2,118291,ネクタイ（賃加工）,1,2,加工賃収入額,5,20245
2,118311,スカーフ・マフラー（ニット製を含む）,1,1,製造品出荷額,6,28373
2,118312,ハンカチーフ,1,1,製造品出荷額,-,-
2,118391,スカーフ・マフラー・ハンカチーフ（賃加工）,1,2,加工賃収入額,3,10809
2,118411,ソックス,1,1,製造品出荷額,2,x
2,118412,パンティストッキング,1,1,製造品出荷額,-,-
2,118419,その他の靴下,1,1,製造品出荷額,-,-
2,118421,タイツ,1,1,製造品出荷額,-,-
2,118491,靴下（賃加工）,1,2,加工賃収入額,1,x
2,118511,衣服用ニット手袋,1,1,製造品出荷額,2,x
2,118512,作業用ニット手袋,1,1,製造品出荷額,-,-
2,118519,その他の手袋,1,1,製造品出荷額,-,-
2,118591,手袋（賃加工）,1,2,加工賃収入額,-,-
2,118611,織物製帽子,1,1,製造品出荷額,10,82644
2,118619,その他の帽子（フェルト製、ニット製、帽体を含む）,1,1,製造品出荷額,7,18893
2,118691,帽子（帽体を含む）（賃加工）,1,2,加工賃収入額,7,22944
2,118911,毛皮製衣服・身の回り品,1,1,製造品出荷額,2,x
2,118912,なめし革製衣服（合成皮革製を含む）,1,1,製造品出荷額,-,-
2,118913,繊維製履物,1,1,製造品出荷額,4,9648
2,118914,衛生衣服附属品,1,1,製造品出荷額,1,x
2,118919,その他の衣服・繊維製身の回り品（ニット製を含む）,1,1,製造品出荷額,7,19792
2,118991,他に分類されない衣服・繊維製身の回り品（毛皮製を含む）（賃加工）,1,2,加工賃収入額,10,60297
2,119111,ふとん（羊毛ふとんを含む）,1,1,製造品出荷額,3,6006
2,119112,羽毛ふとん,1,1,製造品出荷額,1,x
2,119119,その他の寝具（毛布を除く）,1,1,製造品出荷額,5,14525
2,119191,寝具（賃加工）,1,2,加工賃収入額,2,x
2,119211,毛布,1,1,製造品出荷額,-,-
2,119291,毛布（賃加工）,1,2,加工賃収入額,1,x
2,119311,じゅうたん、だん通,1,1,製造品出荷額,-,-
2,119312,タフテッドカーペット,1,1,製造品出荷額,-,-
2,119319,その他の繊維製床敷物、同類似品,1,1,製造品出荷額,1,x
2,119391,じゅうたん・その他の繊維製床敷物（賃加工）,1,2,加工賃収入額,-,-
2,119411,綿帆布製品,1,1,製造品出荷額,6,20298
2,119412,合成繊維帆布製品,1,1,製造品出荷額,17,64836
2,119419,その他の繊維製帆布製品,1,1,製造品出荷額,5,8338
2,119491,帆布製品（賃加工）,1,2,加工賃収入額,5,22959
2,119511,繊維製袋,1,1,製造品出荷額,5,17292
2,119591,繊維製袋（賃加工）,1,2,加工賃収入額,2,x
2,119611,刺しゅう製品,1,1,製造品出荷額,14,87851
2,119691,刺しゅう製品（賃加工）,1,2,加工賃収入額,23,137917
2,119711,タオル（ハンカチーフを除く）,1,1,製造品出荷額,2,x
2,119791,タオル（賃加工）,1,2,加工賃収入額,-,-
2,119811,医療用ガーゼ、包帯,1,1,製造品出荷額,3,60816
2,119812,脱脂綿,1,1,製造品出荷額,1,x
2,119819,その他の衛生医療用繊維製品,1,1,製造品出荷額,4,94509
2,119891,繊維製衛生材料（賃加工）,1,2,加工賃収入額,1,x
2,119919,他に分類されない繊維製品（ニット製を含む）,1,1,製造品出荷額,39,495153
2,119991,他に分類されない繊維製品（賃加工）,1,2,加工賃収入額,21,165665
2,616600,製造工程から出たくず・廃物,1,3,くず・廃物出荷額,-,-
1,120000,木材・木製品製造業（家具を除く）,0,0,総数,113,1056588
1,120000,木材・木製品製造業（家具を除く）,1,1,製造品出荷額,93,1015280
1,120000,木材・木製品製造業（家具を除く）,1,2,加工賃収入額,20,41308
1,120000,木材・木製品製造業（家具を除く）,1,3,くず・廃物出荷額,-,-
2,121111,板類,1,1,製造品出荷額,12,51936
2,121112,ひき割類,1,1,製造品出荷額,8,29966
2,121113,ひき角類,1,1,製造品出荷額,8,42461
2,121114,箱材、荷造用仕組材,1,1,製造品出荷額,2,x
2,121119,その他の製材製品,1,1,製造品出荷額,3,11451
2,121121,木材の素材（製材工場からのもの）,1,1,製造品出荷額,1,x
2,121122,製材くず,1,1,製造品出荷額,3,145
2,121191,一般製材（賃加工）,1,2,加工賃収入額,7,7169
2,121211,単板（ベニヤ）,1,1,製造品出荷額,2,x
2,121291,単板（賃加工）,1,2,加工賃収入額,1,x
2,121311,木材チップ,1,1,製造品出荷額,4,16437
2,121391,木材チップ（賃加工）,1,2,加工賃収入額,-,-
2,121911,経木、同製品,1,1,製造品出荷額,1,x
2,121919,他に分類されない特殊製材品,1,1,製造品出荷額,1,x
2,121991,その他の特殊製材（賃加工）,1,2,加工賃収入額,-,-
2,122111,造作材（建具を除く）,1,1,製造品出荷額,10,191531
2,122191,造作材（賃加工）,1,2,加工賃収入額,5,18070
2,122211,普通合板,1,1,製造品出荷額,5,27719
2,122212,特殊合板（集成材を除く）,1,1,製造品出荷額,1,x
2,122291,合板（賃加工）,1,2,加工賃収入額,4,12592
2,122311,集成材,1,1,製造品出荷額,2,x
2,122391,集成材（賃加工）,1,2,加工賃収入額,2,x
2,122411,住宅建築用木製組立材料,1,1,製造品出荷額,1,x
2,122412,その他の建築用木製組立材料,1,1,製造品出荷額,-,-
2,122413,木質系プレハブ住宅,1,1,製造品出荷額,-,-
2,122491,建築用木製組立材料（賃加工）,1,2,加工賃収入額,-,-
2,122511,パーティクルボード,1,1,製造品出荷額,1,x
2,122591,パーティクルボード（賃加工）,1,2,加工賃収入額,-,-
2,122611,硬質繊維板,1,1,製造品出荷額,-,-
2,122619,その他の繊維板,1,1,製造品出荷額,-,-
2,122691,繊維板（賃加工）,1,2,加工賃収入額,-,-
2,122711,銘板、銘木、床柱,1,1,製造品出荷額,1,x
2,122791,銘板・銘木・床柱（賃加工）,1,2,加工賃収入額,-,-
2,122811,床板,1,1,製造品出荷額,2,x
2,122891,床板（賃加工）,1,2,加工賃収入額,1,x
2,123111,竹・とう・きりゅう等容器,1,1,製造品出荷額,-,-
2,123191,竹・とう・きりゅう等容器（賃加工）,1,2,加工賃収入額,-,-
2,123211,木箱,1,1,製造品出荷額,9,117699
2,123212,折箱,1,1,製造品出荷額,3,18853
2,123213,取枠、巻枠（木製ドラムを含む）,1,1,製造品出荷額,-,-
2,123291,木箱・折箱（賃加工）,1,2,加工賃収入額,-,-
2,123311,たる,1,1,製造品出荷額,-,-
2,123312,おけ類,1,1,製造品出荷額,-,-
2,123391,たる・おけ（賃加工）,1,2,加工賃収入額,-,-
2,129111,薬品処理木材,1,1,製造品出荷額,1,x
2,129191,木材薬品処理（賃加工）,1,2,加工賃収入額,-,-
2,129211,コルク製品,1,1,製造品出荷額,-,-
2,129291,コルク加工基礎資材・コルク製品（賃加工）,1,2,加工賃収入額,-,-
2,129911,柄、引手、つまみ、握り、台木、これらの類似品,1,1,製造品出荷額,1,x
2,129912,木製台所用品,1,1,製造品出荷額,-,-
2,129913,はし（木・竹製）,1,1,製造品出荷額,1,x
2,129914,機械器具木部,1,1,製造品出荷額,1,x
2,129915,木製履物（台を含む）,1,1,製造品出荷額,1,x
2,129916,曲輪、曲物,1,1,製造品出荷額,1,x
2,129917,靴型、靴芯（材料のいかんを問わない）,1,1,製造品出荷額,2,x
2,129919,その他の木製品,1,1,製造品出荷額,5,45149
2,129991,他に分類されない木製品（塗装を含む）（賃加工）,1,2,加工賃収入額,-,-
2,626600,製造工程からでたくず・廃物,1,3,くず・廃物出荷額,-,-
1,130000,家具・装備品製造業,0,0,総数,418,8978010
1,130000,家具・装備品製造業,1,1,製造品出荷額,365,8617352
1,130000,家具・装備品製造業,1,2,加工賃収入額,52,x
1,130000,家具・装備品製造業,1,3,くず・廃物出荷額,1,x
2,131111,木製机・テーブル・いす,1,1,製造品出荷額,53,420268
2,131112,木製流し台・調理台・ガス台（キャビネットが木製のもの）,1,1,製造品出荷額,18,36514
2,131113,たんす,1,1,製造品出荷額,16,45654
2,131114,木製棚・戸棚,1,1,製造品出荷額,56,207296
2,131115,木製音響機器用キャビネット,1,1,製造品出荷額,5,13199
2,131116,木製ベッド,1,1,製造品出荷額,4,9035
2,131119,その他の木製家具（漆塗りを除く）,1,1,製造品出荷額,49,250536
2,131191,木製家具（塗装を含む）（賃加工）,1,2,加工賃収入額,22,153215
2,131211,金属製机・テーブル・いす,1,1,製造品出荷額,16,986840
2,131212,金属製ベッド,1,1,製造品出荷額,1,x
2,131213,金属製電動ベッド,1,1,製造品出荷額,2,x
2,131214,金属製流し台・調理台・ガス台（キャビネットが金属製のもの）,1,1,製造品出荷額,5,37590
2,131215,金属製棚・戸棚,1,1,製造品出荷額,12,131695
2,131219,その他の金属製家具,1,1,製造品出荷額,13,4565337
2,131291,金属製家具（塗装を含む）（賃加工）,1,2,加工賃収入額,8,149843
2,131311,ベッド用マットレス、組スプリング,1,1,製造品出荷額,1,x
2,131391,マットレス・組スプリング（賃加工）,1,2,加工賃収入額,-,-
2,132111,宗教用具,1,1,製造品出荷額,11,60870
2,132191,宗教用具（賃加工）,1,2,加工賃収入額,2,x
2,133111,建具（金属製を除く）,1,1,製造品出荷額,35,228406
2,133191,建具（塗装を含む）（賃加工）,1,2,加工賃収入額,8,17737
2,139111,事務所用・店舗用装備品,1,1,製造品出荷額,44,1153872
2,139191,事務所用・店舗用装備品（賃加工）,1,2,加工賃収入額,5,16133
2,139211,窓用・扉用日よけ,1,1,製造品出荷額,4,17840
2,139212,びょうぶ、衣こう、すだれ、ついたて（掛軸、掛地図を含む）等,1,1,製造品出荷額,1,x
2,139291,窓用・扉用日よけ・日本びょうぶ等（賃加工）,1,2,加工賃収入額,2,x
2,139311,鏡縁・額縁,1,1,製造品出荷額,10,77397
2,139391,鏡縁・額縁（賃加工）,1,2,加工賃収入額,4,15008
2,139919,他に分類されない家具・装備品,1,1,製造品出荷額,9,132259
2,139991,他に分類されない家具・装備品（賃加工）,1,2,加工賃収入額,1,x
2,636600,製造工程からでたくず・廃物,1,3,くず・廃物出荷額,1,x
1,140000,パルプ・紙・紙加工品製造業,0,0,総数,691,11565690
1,140000,パルプ・紙・紙加工品製造業,1,1,製造品出荷額,489,10473701
1,140000,パルプ・紙・紙加工品製造業,1,2,加工賃収入額,189,1085646
1,140000,パルプ・紙・紙加工品製造業,1,3,くず・廃物出荷額,13,6343
2,141111,溶解パルプ,1,1,製造品出荷額,-,-
2,141112,製紙クラフトパルプ,1,1,製造品出荷額,-,-
2,141119,その他のパルプ,1,1,製造品出荷額,2,x
2,141191,溶解・製紙パルプ（賃加工）,1,2,加工賃収入額,-,-
2,142111,新聞巻取紙,1,1,製造品出荷額,-,-
2,142112,非塗工印刷用紙,1,1,製造品出荷額,1,x
2,142113,塗工印刷用紙,1,1,製造品出荷額,-,-
2,142114,特殊印刷用紙,1,1,製造品出荷額,-,-
2,142115,情報用紙,1,1,製造品出荷額,-,-
2,142116,筆記・図画用紙,1,1,製造品出荷額,-,-
2,142117,未さらし包装紙,1,1,製造品出荷額,-,-
2,142118,さらし包装紙,1,1,製造品出荷額,-,-
2,142121,衛生用紙,1,1,製造品出荷額,-,-
2,142122,障子紙、書道用紙,1,1,製造品出荷額,-,-
2,142123,雑種紙,1,1,製造品出荷額,1,x
2,142191,洋紙・機械すき和紙（賃加工）,1,2,加工賃収入額,-,-
2,142211,外装用ライナ（段ボール原紙）,1,1,製造品出荷額,-,-
2,142212,内装用ライナ（段ボール原紙）,1,1,製造品出荷額,-,-
2,142213,中しん原紙（段ボール原紙）,1,1,製造品出荷額,-,-
2,142214,マニラボール,1,1,製造品出荷額,-,-
2,142215,白ボール,1,1,製造品出荷額,2,x
2,142216,黄板紙、チップボール,1,1,製造品出荷額,-,-
2,142217,色板紙,1,1,製造品出荷額,-,-
2,142218,建材原紙,1,1,製造品出荷額,-,-
2,142219,その他の板紙,1,1,製造品出荷額,2,x
2,142291,板紙（賃加工）,1,2,加工賃収入額,2,x
2,142411,手すき和紙,1,1,製造品出荷額,-,-
2,142491,手すき和紙（賃加工）,1,2,加工賃収入額,-,-
2,143111,絶縁紙、絶縁テープ,1,1,製造品出荷額,-,-
2,143112,アスファルト塗工紙,1,1,製造品出荷額,3,856962
2,143113,浸透加工紙,1,1,製造品出荷額,-,-
2,143114,積層加工紙,1,1,製造品出荷額,1,x
2,143115,紙製・織物製ブックバインディングクロス,1,1,製造品出荷額,2,x
2,143119,その他の塗工紙,1,1,製造品出荷額,2,x
2,143191,塗工紙（賃加工）,1,2,加工賃収入額,3,23798
2,143211,段ボール（シート）,1,1,製造品出荷額,4,85501
2,143291,段ボール（賃加工）,1,2,加工賃収入額,1,x
2,143311,壁紙、ふすま紙,1,1,製造品出荷額,1,x
2,143391,壁紙・ふすま紙（賃加工）,1,2,加工賃収入額,1,x
2,144111,帳簿類,1,1,製造品出荷額,2,x
2,144112,事務用書式類,1,1,製造品出荷額,5,17807
2,144113,事務用紙袋,1,1,製造品出荷額,25,1066711
2,144114,ノート類,1,1,製造品出荷額,-,-
2,144119,その他の事務用・学用紙製品,1,1,製造品出荷額,26,603513
2,144191,事務用・学用紙製品（賃加工）,1,2,加工賃収入額,22,151327
2,144211,祝儀用品,1,1,製造品出荷額,2,x
2,144212,写真用紙製品,1,1,製造品出荷額,6,58239
2,144219,その他の日用紙製品,1,1,製造品出荷額,5,10351
2,144291,日用紙製品（賃加工）,1,2,加工賃収入額,2,x
2,144919,その他の紙製品,1,1,製造品出荷額,51,737891
2,144991,その他の紙製品（賃加工）,1,2,加工賃収入額,27,139856
2,145111,重包装紙袋,1,1,製造品出荷額,2,x
2,145191,重包装紙袋（賃加工）,1,2,加工賃収入額,-,-
2,145211,角底紙袋,1,1,製造品出荷額,10,149167
2,145291,角底紙袋（賃加工）,1,2,加工賃収入額,6,27997
2,145311,段ボール箱,1,1,製造品出荷額,110,2722512
2,145391,段ボール箱（賃加工）,1,2,加工賃収入額,9,35746
2,145411,印刷箱,1,1,製造品出荷額,79,1454509
2,145412,簡易箱,1,1,製造品出荷額,31,92806
2,145413,貼箱,1,1,製造品出荷額,55,537697
2,145419,その他の紙器,1,1,製造品出荷額,15,63314
2,145491,紙器（賃加工）,1,2,加工賃収入額,72,291196
2,149911,セロファン,1,1,製造品出荷額,-,-
2,149921,紙製衛生材料,1,1,製造品出荷額,-,-
2,149931,大人用紙おむつ,1,1,製造品出荷額,1,x
2,149932,子供用紙おむつ,1,1,製造品出荷額,-,-
2,149939,その他の紙製衛生用品,1,1,製造品出荷額,2,x
2,149941,紙管,1,1,製造品出荷額,4,31144
2,149942,ソリッドファイバー・バルカナイズドファイバー製品,1,1,製造品出荷額,2,x
2,149959,他に分類されないパルプ・紙・紙加工品,1,1,製造品出荷額,35,703726
2,149991,その他のパルプ・紙・紙加工品（賃加工）,1,2,加工賃収入額,21,237613
2,149992,紙裁断（賃加工）,1,2,加工賃収入額,23,136058
2,646600,製造工程からでたくず・廃物,1,3,くず・廃物出荷額,13,6343
1,150000,印刷・同関連業,0,0,総数,2518,75641914
1,150000,印刷・同関連業,1,1,製造品出荷額,1411,60477770
1,150000,印刷・同関連業,1,2,加工賃収入額,1034,15128614
1,150000,印刷・同関連業,1,3,くず・廃物出荷額,73,35530
2,151111,オフセット印刷物（紙に対するもの),1,1,製造品出荷額,956,46578111
2,151191,オフセット印刷(紙に対するもの)(賃加工),1,2,加工賃収入額,221,5911650
2,151211,とっ版印刷物（紙に対するもの）,1,1,製造品出荷額,91,1393683
2,151212,おう版印刷物（紙に対するもの）,1,1,製造品出荷額,39,2170788
2,151291,オフセット印刷以外の印刷（紙に対するもの）(賃加工),1,2,加工賃収入額,49,290797
2,151311,紙以外のものに対する印刷物,1,1,製造品出荷額,137,2653017
2,151391,紙以外のものに対する印刷（賃加工）,1,2,加工賃収入額,105,753627
2,152111,写真製版（写真植字を含む）,1,1,製造品出荷額,168,6783819
2,152112,フォトマスク,1,1,製造品出荷額,6,799150
2,152113,活字,1,1,製造品出荷額,1,x
2,152114,鉛版,1,1,製造品出荷額,10,67142
2,152115,銅おう版、木版彫刻製版,1,1,製造品出荷額,3,x
2,152191,写真製版（写真植字を含む）（賃加工）,1,2,加工賃収入額,49,686188
